instructorName,instructorId
Daniella Cano,27023954
Germán Enrique Bravo Córdoba,84420856
"Stephany Duda, PhD",240569
Sofia Ferraz,100061090
Jean-Cédric Chappelier,1116355
Maria Colgan,95460817
Lauren Steinfeld,25105451
Sean Chiles,88291663
Roanne van Voorst,39781591
Prof. dr. Marca Wauben,20993562
Lucas Deaver,79496870
"Frank R. Lin, MD, PhD",13508122
Elizabeth Gerber,14089734
Abhishek Jha,73820557
Luiz Antônio Bolcato Custódio,75485535
凌斌 Bin Ling,8590916
"Edmond Mathez, Ph.D.",3297304
Emanuele Colombo,36629095
Dr. Stephen Mayfield,5994674
Prof. Thomas F. Lüscher,28677351
Laurence Boisson de Chazournes,25841526
Tommaso Buganza,15800343
Daniel Meade Monteverde,82181285
Richard E. Nisbett,14296851
Nato Thompson,14971596
Claudia Alcayaga Rojas,29186449
Joel Dutra,94252881
"Bekhruzbek Ochilov, ACSI, IGCAP",10043473
Emmanuel Acheampong,88710258
Marcelo Bucheli,22102454
Margo Michaels,30710691
Prof Marco Gillies,1620951
Alex Larson,20438013
Maarten Weyn,16304718
Thorsten Hens,2698624
张文霞,15238660
Kevin Coyle,74690814
Dr. Melissa A. Simon,8492011
Kara Walker,35639741
Yoo Theodore Jun,23938952
Fatima Rebaie,78419170
Sverker Werin,17696211
"Lina Meng, PharmD, BCPS, BCCCP",11721143
Daniel Nicklas,4700420
Brian Winn,13538984
Radhakrishna Dasari,30951525
Salvatore Scibona,15766000
Miguel A. Centeno,5186484
Tais Wittchen Dahl,10165169
Remy Fermont,16458961
Darren Murph,63940332
Dr. Keith Devlin,587683
Kerri-Leigh Grady,13065899
George Siedel,3822163
Luca Ratti,36399577
Kyong Hwon Kim,79884260
Walter Sanchez,17609545
Tom Cole-Hunter,89117720
Michaéla Schippers,41762402
Cécile Hébert,4814218
Lincoln Pratson,11776704
Pablo Palomino,39999749
Hugo Mael Hernández Trevethan,42198095
Juan Pablo Nigenda Alvarez,3013718
Google AR & VR,34653759
"Margaret Kilduff, Ph.D.",32276096
Tan Chee Soon ,33034525
Manuel Fredy Molina Caballero,59641395
Walter Martín Arellano Torres,44200918
David Bañeres,4302563
Julicristie Machado de Oliveira,39121570
Kevin Buchin,20329508
Julian Nowag,14370698
"Paul Gobée, MD",9832154
Dr Amy Miele,18563585
Dvija Maurer,76599279
Michael Houmark-Nielsen,10165304
Emily Wong,18595842
Steve Joordens,1915980
Rekha Raghunathan,86220787
Dr. James Humberstone,3986863
Dr. David Boyd,3104305
Martin Keen,42898508
James Dalton,33026408
Martin Hilbert,1503466
Nourhene Methlouthi ,50920075
Gregory Fairchild,70324649
Gregory Pawlson,8123854
Jay Daniyarova,83767899
"Lee Reiners, CFA",31625534
Olivier GAMET,18416793
Agbessi Amouzou,37563632
Anthony Lehmann,15857768
Snehan Kekre,15528766
Felipe Castro Pachón,49818814
Dr.  Håkan Rodhe,5969150
Rahul Rai,3728474
Carlos Alves,97008924
Paul Resnick,33713149
Ninel Karla Cirio Aguillón,69284147
Amy Bloom,17099594
Jen Gunderman,1326353
Idan Segev,1213805
Pablo Grimoldi,22139279
Adriana López Fernández,25485123
Dr. Lily Min Zeng,4054810
Philippe Tibi,12138511
Rajvir Dua,77903726
Saedis Saevarsdottir ,65557919
Lola Valles,33144752
Ian Montel,96633580
Paolo Zanotto,34727962
Jean-Philippe Ansermet,2489806
Moise Moodie,70753924
Themis Themistocleous,18123623
Kenneth Carter,663147
Martin Vetterli,2141686
Carlos Juvencio López Jiménez,72798684
Tim Roughgarden,768
Peter Struck,422471
张 帆,11048688
Carlos Arturo Alvarez Moreno,88796274
Christophe Schmidt,31955639
Dan Zhang,18747920
Prof. (Emeritus) Shlomo Maital,9890993
Patrick E.  Yurick,10053002
Stalin Muñoz Gutiérrez,219322
Josep Manuel Berenguer,13362944
Caitlin Mullarkey,25111224
Shree Nayar,89619124
George “Russ” Moran ,32438245
Albert Cornet,17910131
Breogán Tosar Bacarizo,70681249
Edgar Leyva Diaz,80175803
"Dr. Wayne Whiteman, PE",1900891
Brendan Anglin,4933642
Lisa A. Holden,13120181
Dick van Dijk ,14064144
Angela Maria Reyes,52564491
"Mamta K Singh, MD, MS",9020433
Saeyeul Park,23187352
Jimeng Sun,49374407
Johann Thorsson,25028948
S. George Djorgovski,685941
Nikola Trica,6178589
Sadie St. Lawrence,6648160
Rick Smith,181719
Michael Graetzel,19124161
Jean-Paul Restoule,874189
Andrew Isaacs,22092474
Brent Kim,30120914
Jörg Schlüter,38778874
Robert Crowe,86115953
Bob Hody,26182533
Dirk Effenberger,18124107
Professor Stephen Dinham,4007107
"Philip John Currie, PhD",4096687
Dr. Kathryn W. Jablokow,2631338
Sune Thorsteinsson,46728138
Mark Wilson,9334234
"Jim Cope, Ph.D.",11745575
Jem Corcoran,65040673
David Carlson,1805628
Dr. Nikunj Maheshwari,31232229
Kian Katanforoosh,24382163
Frédéric Dalsace,10180551
Jorge David García,23401331
Erin Willis,14761640
陈英耀,14828722
Volkert  Huurman,16127375
Mohamed Jendoubi,312443
Dr Robert Lindsay,23795172
Asa L. Aradottir,22656799
Lisa Dierker,1121232
Clayton Lewis,4163827
Dra. Irene Durante Montiel,13862325
Thea Lazarova,95460193
Frits Rosendaal,33312132
Hazem Ehab,67415512
Emily Ambinder,26931432
Kathleen Harris,76011766
Dora Hrvoj,78742722
"Laura N. Gitlin, PhD",4070696
Valeria Bortolaia,18637592
Ashraf Badr,26548386
Marty Wrin,36755003
Alex Carraway,53868227
Fabiola Navarro Luna,42847156
Jessica Cinco,15632132
Juan Diego Jimenez,83031662
Manuel Perez Romero,20136503
Cait von Schnetlage,88236428
"Sue Robins, M.S. Ed.",8887234
Barry McCarthy,22050997
Tim De Mey,21041794
Juan Carlos Herrera,26782122
"Karima Benameur, MD",7556881
Ing. Rodolfo Fernández de Lara Hadad,4360475
Dr. Chao Mbogo,32785627
Dave Lloyd,15566828
Marc Badia,13671245
Augustina Esonu,42190049
Tina Hernandez-Boussard,53172657
Tsakane Ngoepe ,9395407
Victoria Cornelius,30833443
Martin Gibala,26200797
Sarah Meister,17172319
Yasmine Hemmati,86237799
"Karen Reivich, Ph.D.",22395593
Dr.  Karin Yeatts  ,704621
"Miss Hayley  Walters, RVN",6853521
Dr. Nick Weise,33218617
Bart Smolders,50094936
Nouman Ashraf,75493481
Karl Gude,16256630
Eleanor 'Nell' Watson,13868909
"Sylvia Devlin, (R) (M) (QM), CIIP",76516201
Sebastián Inchauspe,40141388
Mercè Llugany Ollé,45096906
Kathy Soder,12739338
Pimlapas Leekitcharoenphon,3897824
Parth Dhameliya,42281109
Tatiana Mulry,84973496
Karl  T. Ulrich,341966
Kamryn Vinson,95525081
Stéphanie Boutevin,13644882
Kevin Werbach,226710
André Leme Fleury,388326
Dr. Maya Evenden,25944902
Michael Shields,86725334
Pere Nolla Rodríguez,14887019
Samuel J. Cooper,26267493
"Jody Nyboer, PhD",6408337
Peter O'Connor,9943216
Rafael Crescenzi,71331355
Cristina Bicchieri,806874
Annamaria Italiano,98674264
Clémence QUEFFELEC,18458325
Maria Gavilan-Alfonso,77045322
Anh Le,83098893
Ryan Ahmed,48777395
Gabrielle Fitzgerald,16885232
Paula Caproni,2375511
Therese Brown,68578732
Julia Arteno,57296888
Mar Montoya Gómez,10207567
Greg Miller,25804914
Jorge Miquel Rodríguez,31963424
Melinda Higgins,8408801
Gabriele Troilo,12219359
Rav Ahuja,28513748
Jonas Latt,7720373
Aline Philibert (In Partnership with UNIGE),18094547
"Dr. Robert Allen Robinson, Jr.",8491661
Rodolfo Rocha,101195898
Dr Chris Dewberry,6872692
Guillaume VITÉ,9902892
Dr. Bonnie H. Ferri,2998616
Prof. Nigel Scrutton,15143472
"Helen Baghdoyan, Ph.D.",2942020
Everton Nunes da Silva ,15214313
Alvin Marquez,41244762
Prof. Vincent CHUNG,1007635
Yaakov Chaikin,2269822
Mr.  Orin  Gutlerner,3219450
Jonathan Dion,39209533
Rémi Maniak,15939831
Biagio Palumbo,47072248
Dr Geoge Khut,8649400
張文貞 Wen-Chen Chang,79403467
Manuel Pérez Jiménez,7936593
陳建錦,4228889
Laurent Mitaty,40247812
Carl Graham,2788876
Coursera QA Team,15638640
Paul Bloom,1513337
邓 妙子,11007095
"James P. Marcin, MD, MPH, FAAP, FATA",100385837
Rasmus Helles,94906752
Mariel Leonard,11399392
"Ann S. Masten, Ph.D., LP",5877143
Jeff Bisti,31623304
陳嫦芬,7803858
Xiaoli Guo Larsén,101759341
Alyssa Swanson,7006934
Wendy S Barker,91600721
王卫红（Wang Weihong） ,2794735
Mario Capizzani,15919394
Angela Joens,30092272
Valérie Fernandez,11743502
Saria Hassan,86525387
Gayle Allard,2595276
Shijie Yu,42052464
"Kwon, Kil Hyun",28649677
Yoon Yong Jin,62603359
Maria Piggin,44377912
David S. Xotlanihua-González,82482920
Ramon Baldrich Caselles,15204087
Alexander Breitegger,26624583
Caroline Samer,2702381
Esteban Maccari,81669806
Alain Bertin TIEDEU ,5864381
Beat Stoll,13758225
Christian Rattemeyer,45805547
Praveen Mittal,25095485
Prof. Viktor Kuncak,3425679
Brigitte Paterson,38932553
Brian Carlisle,33797714
Marius Preda,18344250
Esteban Hoyos-Ceballos,70560278
Ana Mar Fernández Pasarín,48689604
Cécile Michaut,7433306
Emmanuel Sander,48453870
Daniel Trabucchi,84313153
Arthur Salmon,76336585
Jamila Sam,1345762
Patricia Werhane,22204214
Prof. Peter James Stuckey,8350857
"Wietse A. Tol, PhD",3953386
Efrain Navarro Olivos,101195999
Philip Hans Franses,14064088
Amy Nichols,1146303
Professor Wayne Winston,1675636
Richard Shell,11666630
Ronaldo Oliveira,94719547
Eddie Stern,9071304
Enric Pineda,5659995
Joe Warren,527518
Prince Charles Alexander,23132098
Tara Murphy,15185824
María José Anais,30311249
Marietje Schaake,74911256
Eda Zhou,64668721
Dr.ir. Pieter Cuijpers,2296008
Mark Bremer,78445974
Sharon Belden Castonguay,8328154
"Kendra Smith, Ph.D.",61178911
Maria Teresa Aranzabal,15731667
Dr Heather Bacon,5254251
Melissa Wood,20610291
"Samantha Penta, Ph.D.",76695943
María Carolina Moreno Constenla,19563752
陈 文革,11063936
Susana Levantini,71332077
Alberto Gimeno Sandig,1779567
Mathis Plapp,17213537
Yezid Enrique Donoso Meisel,45943264
Véronique Thomas,40239223
Lynn Wu,89232929
Lee Kyu Hyoung,49880647
Keatron Evans,79046684
Rasmus Nielsen,46723546
Professor Michael R Fricke,27185006
Jacob Jones,21935394
Dr. Linda Strande,17979814
"Sharon Medcalf, PhD",11532329
"Rob Stone, PMP, M.Ed.",12023420
梁永安,16222379
Andrés Ernesto Guhl Corpas,80936932
Ricardo Zaidenberg,82823890
Judith McKenzie,5303554
Luc de Brabandere,3875555
Pedro Gómez,27037687
Ashley L. Sheffel,89257938
"Ray Lopez, Ph.D.",41951951
Jorge Fajardo,71554229
Gretchen Laue,20496667
Maya Hertig Randall,4303265
Akshay Sivadas,20145078
Robin Boyar,24628682
David Dalsveen,60634829
Thomas Abraham (HKU),26868533
Dr. John L. Puckett,4678438
Jonathan Owen,67311984
Dr Matthew Harris,37559006
Ben Shaw,95827783
Jean-Michel MOUTOT,17929239
张黎,16882131
Anderson França,96637795
Frank Cogliano,21294100
Ranjan Relan,14146027
Prasanna Tantri,16322660
Dr. Marcel Salathé,5159569
Gunther Fleerackers,23173196
"Ramin Mojtabai, MD",4297433
Mike Smith,18095582
Johanna (Anske) G. van der Bom,40498842
Dr Myrrh Domingo,14877610
N’Diékhor Yemadji,12888465
Jean Zermatten,23053217
Noureldin Ayman Tawfik,81840368
Bill Millar,95460990
Prof. Kenneth Hsien-yung Pai 白先勇,2589497
Jean-René Chazottes,2593255
Gunther Friedl,4010863
Tobias Brandt,41762377
Yan Zhang,15259177
Paola Serafini,19790534
Jan DeNofrio,25178139
James Won-Ki HONG,14446400
Larissa van den Herik,6899486
Greg Pardlo,34521778
Judy Hu,19283800
Alok Gupta,65002741
Jorge Alberto Hernández Mora,3252576
Paulo Paulo Volante Beach,12607941
Jason Chan,32082241
Dr Catriona Bell,5776475
P. Brighten Godfrey,9636982
Jean-Daniel Nicoud,1593622
Владимир Подольский,22732010
Ricardo Jungmann D.,31002966
Lotte Pet,32796942
Angela Wall,95460500
Gabriela Aurora Martínez Ramírez,76824889
Ana Sofia Ribeiro Duarte ,26620452
"Gypsyamber D'Souza, PhD, MS, MPH",11159520
Holly Justice,31657203
Daniel Viviroli,24392842
陆俊林（Lu Junlin）,5418734
Jolyn Cafferata,70755281
Bilal Butt,56377384
David Poulson,11016409
Charles Duncan,21782129
Floriana Gargiulo,5724690
Vladimir Fedorov,15401162
Martha White,38191444
叶军,35492428
Armel de la BOURDONNAYE,12476566
Dr. Emma Gordon,20445678
Belinda del C Carrión Chavarría,44817703
Anahí Cristina Dreser Mansilla,97623978
Théotime Vaillant,14324179
Laura Arnau,37753835
Tom Hanlon,10756088
Sydney Finkelstein,32334963
Frank Gielen,9820541
Ashish Khandelwal,39873345
Dan Wise,5159494
"Dina Brooks, PhD, PT",25569850
Ole Seberg,10165237
José Carlos Vilardaga,75642263
Tiffany L.  Israel,39924784
Wendun Wang,105459128
Maria Dafnomili,22745556
Hayden Noel,9633042
Petros Tsantoulis,46525202
Hugo Miguel Oliveira Rodrigues Dias,1983802
Michael S. Roth,804990
Mine Çetinkaya-Rundel,1549355
Andre Filipe de Moraes Batista,100377984
Karen Hecker,36422654
Wanda Huber,13730176
Victoria Reyes García,89943563
Andrea Vitaletti,454431
Anna Birna Almarsdottir,50133969
Marcus J. C. Long,42953723
Mandy Hollander,20988546
Megan Smith Branch,50069859
杨 忠孝,11065014
Jean Pascla PLANCHE,18412390
Mahesh Jayaram,23621167
Luigi Anzivino,3260930
"Whitney Barrett, MD",29207876
Julie Pai,37772368
Brian Paciotti,33728952
Abhishek Gupta,69850206
David Musto,41845036
Marco Antonio Arteaga Pérez,14724900
Dr. Terrence Sejnowski,5718916
Jennifer Campbell,681795
Dr. Kathryn Wingate,16113049
Shannon Bradshaw,4925054
Thomas RAINEAU,21122707
Marcus Witter,77430741
Raquel Gallego,6732953
Florian Zettelmeyer,15325853
Robert Heimer,47619746
Randal L. Carr,103579160
Moustafa Ashmawy,44582591
Daniel Romaniuk,33674364
Mercè Solé Sanosa,78471382
Dr. Pedro Ponce Cruz,2688762
Szakál Péter,44803897
Mildred Cho,42517944
Richard Paap,14064135
Jonathan O'Brien,40273937
Intuit Professional Development,85378458
Alfredo Castro,25229825
"William Brieger, DrPH",660062
Conor Murphy,1690909
Larry Rosenstock,11809205
Krystal Banfield,21988244
Cris LaPierre,22653366
Jordi Serra ,5262668
Arturo Muente,1282272
Andres Rodriguez,26920330
Alfaisal/KLD,96496710
Felicia Vulcu,3568545
André Fischer,100063684
Rahmat Beheshti,853654
Andrés Felipe Melani De La Hoz,23948080
"Dr Na'ama Bela Shik, PhD",3910457
SAEED AGHABOZORGI,32029644
Carlos Andrés Lozano Garzón,41251843
Professor David Carlson,4091717
Dr James Abdey,24761746
Dr Giorgio Locatelli,32577639
Maurice Schweitzer,23722139
Talata Sawadogo-Lewis,35963642
Javier Alejandro García Sánchez,44583313
Claudia Delgado López,69311149
张斌,12841077
Lambèr Royakkers,19107330
Blanca Villuendas,2894299
Aina Pérez Fontdevila,6118909
Eric Poquillon,57679781
LA Foster,82413088
Yujin Yaguchi,21129804
Fernando Chang-Muy,101199546
雷庚玲,24292321
Mayank Kumar,104545841
Amos Bailey,28878884
Tomás Reyes,90343270
Rene S. Hendriksen,16642345
Bishal Gyawali,78354310
Anne-Françoise Jaccottet-Muller ,9125743
Sanjai Rayadurgam,27017933
Daan Stam,17649452
Hadi Salehi Esfahani,16213068
Sabine Roeser,31072264
Niema Moshiri,4425334
Jennifer Fischer,61900468
Anna Piacentini,60590015
Ankit Singla,1939410
Gabriela Bautista Rodríguez,43642573
Mikhail Rayko,1702251
Nicolás Navarro,89756986
Vladimíra Kyjánková,37673443
Javier Estrada,7721174
Martina Franchini,36617157
Noel Welsh,1484127
Prof. Zhi-xiu LIN,23360076
Natasha Sarin,41845090
Dr Andrea Révész,11811115
Tiffani Kristine Reardon,13463367
Kimberly Scott,84965717
Sharad Borle,15494044
"Ligia Paina, PhD",15213156
Rogerio Castilho,38378755
Florencia Serale,91239006
Haydemar Nuñez Castro ,57645595
Juan Carlos Muñoz,55743649
María Soledad Ramírez Montoya,2645257
Howard Bloch,14841028
Ed Colgate,4052828
骆斌,9878709
Marie Vandendriessche,14892645
Andrew Allen,13454611
Sung-Hong Park ,8759944
Thorunn Petursdottir,38081600
Andrés Mociulsky,22139215
Carsten Stahn,18344118
Hong Pham,43471039
Dr  Judy Halbert,4360588
Susan Watson,46562704
Anther Kiley,13633780
Xóchitl Garza Olivares,50142861
German Ricardo Casas Nieto,92539913
劉邦鋒,7924288
Henry Byorum,95700247
Kevin Hartman,9633128
Ali Amr Souidan,52635122
Marieke Piepenburg,76737503
Amy Moore,20275075
Paula Ximena Maulén Barragán,77883202
Ángel Pascual-Ramsay ,14716552
Cary Nelson,1800198
Maighdlin Anderson ,94037673
Joan Mendoza,17694236
Emiel van Loon,3583857
Jill Morawski,85087370
Abdishakur Hassan,3225004
Joe Haslam,91257961
Ralph O'Brien,94970974
Alex Cowan,14054880
Norberto Leite,3467158
"Maxim Sytch, Ph.D.",8072182
Michael Nebeling,32399362
Christopher Lee Stevens,60148278
Dr Simon Fokt,13102316
Jeremy Steele,15384900
Pablo Croci,22139267
Ed Lance,39758895
"Bill Bailey, PhD",20291989
Ross Casanova,93772688
Kwok-Yung Yuen (HKU),15858260
Ernest Valveny,9790711
"Sharon P. Cox, Ph.D.",18569035
Dr. Diana Reckien,25364307
Claudia Wanderley,20933756
Emily Carlson,50118011
Lars Hjorth Præstegaard,22372717
Kelsey O'Brien,8853374
Alana Layton,47491589
Jordi Castellví Mata,1689233
Lavi B.,99225490
José Ernesto Amorós Espinosa,62062914
"Keeve Nachman, PhD, MHS",687518
 Jaume Llopis ,13874498
Jardel Sliumba,80548131
Jonathan  Katz,79127
Paulo Lemos,8767321
Erik Kole,10045931
Dr. Robert Erickson,2659612
Luis Torres,3936401
Maria Hedlund,77926254
"Daniel W. Webster, ScD, MPH",41043833
Álvaro Andrés Gómez D’Alleman,7277505
Mírian Silva,41793648
Grace Okubo,28498171
Yéssica Mireles Zavala,106810812
Barry Scott Wimpfheimer ,15832861
吴 涛,2103331
Kennedy Behrman,108047
Michael Caldwell,15693829
Kevyn Collins-Thompson,19444923
Kathleen Jones,62271360
Jianbo Shi,16197769
Annegret Engel,41584588
Michele Ensor,43225054
Carlos Martínez de la Fuente,24517285
Oscar Jerez,15194209
Prof. Wai Tsui 徐瑋,2589701
Shelbee Eigenbrode,86880701
Abby Saey,50076096
Cláudia Hilsdorf Rocha,8147393
"Richard Anthony Baker, J.D., M.P.A, Ph.D.",78179317
Rogerio Guimaraes,44010049
Maria Cristina Garcia Gonzalez,89354509
Predrag Klasnja,37092943
Stefania Saviolo,5178594
Konstantinos Stylianou,353243
"Sanjula Jain, Ph.D.",86674663
Débora Burin,84578323
Margaret Ng,39238577
Manuel Jesús Cárdenas Espinosa,22124148
杨居柳,22106367
Cristhof Johann Roosen Runge,26210087
Omnya Khaled,13135964
Niels-Erik Clausen,15935741
George Kapetanios,22256071
Tiely Zurlo Mognhol,29603269
Frans van Lunteren,30080296
Edwige Simon,33889989
Louis A. Bloomfield,735728
Pilar Orero,4465072
"Tanjala S. Purnell, PhD MPH",45946228
Diane Spiegel,75356458
"Angela Duckworth, Ph.D.",22265022
Robin Jump,72166750
Greg Williams,21214258
Jeffrey Loewenstein,19821728
Xi Yang,37230762
"Christine Kroll, PhD",12365962
Sabrina Della Santa Navarrete,92960377
Peter Schaefer,47200066
"Tianjing Li, MD, MHS, PHD",1197569
Grant J. Jensen,11749674
Michel Fauze Mattar,22632068
Shimon Schocken,234878
Jenniffer Brady,61215557
黃尹男,8052214
Ing. Francisco López Rivas,34610001
Steve Xue,50534949
Dr Simon Katan,13600992
Erik van Raaij,41711145
Emma Irving,36889176
Ian Cook,29364319
"Hadi H. K. Kharrazi, MD, Ph.D",39588106
"Kimberley  Barker, MLIS",12344762
Ana Rute Mendes,575029
Marla Yoshida,21983095
Jay Clayton,272543
Dennis Fok,14064130
"Ge Gao 高歌, Ph.D.",3103490
Laura Kahn,46004448
Peter  Frumkin,6185463
Zahraa Hs,78440290
Seonmin Park,29937479
Alex Slors,16190009
Fresia Paloma Hernández Moreno,85372116
Christian Ledezma,11866279
竺靜華,34638488
Amity Gaige,17165417
Philip Nichols,8694012
Erik Persson,48441513
"Paul Harris, PhD",1347429
Wes Gruver,40348724
Jordi Diaz,15390284
Karin Beukel,5454778
Melissa Clarke,17933621
Jean-François Staszak,2702686
dr. Jorg Huijding,23306067
Andrey Breslav,35636946
Andres Vicencio,40319063
Kelvin Lwin,101493945
Felipe de la O López,29325091
Ellen Francine Barbosa,25546916
Haley Axelrod,22121222
Dr Anne Forbes,67557082
Mario Sánchez Puccini,36857
Benjamin Spriggs,44562595
"Elizabeth C. Lee, PhD",38176592
Dr. Cyndi Burnett,8298527
Rayén Condeza,49897127
Lee Kooi Cheng,3843095
Montserrat Comellas Ángeles,45752169
Laurent Floquet,40243511
Anthony Laverty,40404738
Michael Worthington,13861463
Antoine Courmont,98357099
Amber Zwanenburg,29017543
"Sohn, Hong-Gyoo",36188831
Mariëtte van den Hoven,32577980
Claudia Useche,90866567
Pedro Soler Rojas,77595932
Dr Kenny Smith,5193768
Steve Van Oostenbrugge,28133077
Mark New,34519036
Angélica Bustos,27599111
Bruce Taggart,17515754
Ari Anastassiou,26545661
Albert Park,22982749
"Dr. Humayun Zafar, CEH, CISM, CRISC, PCIP",5543700
University of Geneva- Michel Girardin,15611903
Marcus Tolentino Silva,1324919
Intel Network Academy ,36886521
Ilari Kaila,43240573
Malakah Badea,97222856
Catherine Jacqueson,88820266
Prof. Raymond W. Yeung,2600275
Gustavo Alonso,84578963
Chris McCain,29605504
Kenneth Valkenburg,18643461
Dr Jorge Blasco Alis,21633098
Robert Ko,28528464
Rudi Hinds,11940487
Joseph D. Ma,2480111
Mark Jit (LSHTM),26868651
"Natalia Wilson, MD, MPH",24052496
"Gregory Wiles, PhD",20254386
Esben Rahbek Gjerdrum Pedersen,43730964
Thomas Glass,16231611
Mireille Bétrancourt,49667424
Raimundo Soto,45607691
Dr. Margaret Simons,6812160
Juan H Klopper,80181
Myrna Galvez,2890854
Vitaliano Fiorillo,34837498
Rose Malcolm,57460671
Evelyn Cook,20104509
Priscila Claro,15058443
Montserrat Yepes,18378918
Francisco Mercadal Vidal,32533076
Elie Cogan,39039690
Hong Chee Joo,6804991
Yannick Radi,11450454
Alexander Fred-Ojala,23954429
"Rebecca G. Williams, MSPH",35133062
Lea Gimenez,85935970
Flemming Jappe Frandsen,43622712
Héctor F. Hernández V.,4722148
João Maurício Gama Boaventura,94720488
Silvio Burrattino Melhado,29602561
Ellen Edens,11936428
Wounjhang Park,26396706
Esther Quaedackers,7860835
Idris Guessous,17337945
Todd Edwards,17048282
Dr Markus Powling,44077564
Bora Uyumazturk,48934094
Yan Luo,72730516
Dr. Thomas J. Mierzwa,9775896
Salomón González Arellano,32791367
Indranil Gupta,3703447
Henner Busch,52518
Prof. Jiang Bian,4515827
"Ro Kinzler, Ph.D.",3298066
Christian Igel,95502020
"Mary A. Dolansky, PhD, RN",2886519
Elisabeth Liechti,2247753
Greta Nasi,9848383
Anthony Thompson,47348792
Xenophon Papademetris,95127527
Paul Komor,75933975
Daniel Niazov,61013066
Bobby Schnabel,70772098
Duane Szafron,5414003
Serge Rijsdijk,4676665
Dr. Eric Stoopler,6306783
Ilja van Meerveld,23075021
Joseph Santarcangelo,28511493
Bertrand Badie,10499203
陆卫明,18341528
Kevin Noelsaint,84524320
"Professor Daniel Chamovitz, Ph.D.",3287177
Sean McOwen,15866139
Sunmee Choi,15673561
Shelley Knuth ,7385287
Alejandra Meneses,20633930
Yasmeen Atwa,79525275
Dr Edward Anstead,32848505
Dr. Stelios Grafakos,25151417
Andrew Horner,39051887
Sheri Coughenour,98840865
Claudia Barrera,24332407
Ian Nichols,18116696
"Dan Roden, M.D.",2819004
Won-Sook Hyun,77192196
Crystel Farina,42307821
Eric Bryan,70760378
Jacob Horne,29714204
Dr. Prasanta Kalita,10377439
Dr. Olga Ungar,61661155
Jan van den Ende,9124216
Glòria Callicó,24839709
Prof Frank Boons,15799456
Professor John Peacock,5184657
Dr.  Margaret Anne Schedel,3788568
Lourdes Cantarero,5273197
Greg Carpenter,15267349
Andre Baranski,15263864
"Rob DeSalle, Ph.D.",3297297
Alexandre Huet,40247803
Mary Alice Haddad,36967057
Beverly Hernández Castro,25889635
Colleen Haddleton,71153426
Mary Ana Cordero Diaz,2468911
Laia Narciso Pedro,35338800
Catherine Wihtol De Wenden,30420667
Mohamed Abul Kassem,72512371
Eunjung Grace Oh,32400437
Katherine Olston,12636306
Rachel Fernandez,77499996
Nelson Yoshida,24305501
乔亚男,10252682
Blue Prism,85661210
Lin Joyner,83239443
Dr Orestis Palermos,15796482
Francis Estrada,4224529
Lotte Stig Norgaard,71970280
Manuel Laguna,18256435
Merete Badger,3931196
Alberto Sansiviero Jr.,25701799
Charles R. Chaffin,2560114
Michael Mannino,5265596
余建波YU JIANBO,1701926
Saheli Basu,44069934
Dr Victoria Sandilands,8654754
the late David Claessen,11836289
Garvin Percy DIAS,30456493
"Dr. Jennifer M. Groh, Ph.D.",2443158
"James Milke, PhD",2486055
Fernando Fleury,28762599
Farhad Abdi,46067156
Philip Bennett,29696186
Julio Meneghini,95136157
Carlos Alberto Tena Sánchez,82535179
Michael Useem,7931643
Barbara Oakley,1909875
Tessa A. P. Oomen,62012497
Alejandra Montane Lopez,36764206
Professor Tony Townsend,3678310
Wang Jun,8847624
Salvatore Cali ,18703046
Bright Sheng,43848801
Nathalie Caire Fon,34346603
Prof. François  Golse,2580055
Dr Craig Gurney,73115937
Imanol Zabaleta,7293234
Abdelrahman Tarek Hafez,32584731
Chad Dechow,14246977
Susanne Pelger,19121530
Silvia Solá Viñals,1381407
Dianna Eckford,54286796
Beth Rogowsky,23025260
Emilio Fernández Peña,2262957
Leo Visser ,14426465
Sukyung Park,49173532
Manuel Cárdenas Espinosa,45328410
Prof. Jimmy Ho Man Lee,15600502
Baye Gaspard,19395095
Ivo Slosarcik,88818494
Peter Baumgartner,23592541
Bernadette Ssanyu,19170642
Giorgio Bordiga,104602469
Dr Richard Claydon,36624930
Matthew Strehlow,2011650
Attila Gadzag,104546223
Robert Campbell,28167989
Julio Vergara,10062433
Prof. Lik Kwan Cheung 張歷君,5233735
Tamara Michele Powell,16676446
Senthil Veeraraghavan,14187320
Peter Fader,3676270
杨燕,80180299
饶毅,29501246
Martin Odersky,672627
Beatriz Muñoz Seca,89657703
Alexandra Seidenstein,12605327
David E. Brown,37159821
Lauren Fiori,18937780
Andrea Eliassen,79227573
Emily Fox,14032411
Mandy Bynum Mc Laughlin,70491798
Aiko de Vries,14411004
Sean Kross,1092552
Jeffrey Smith,15941449
David Pitt,34523462
Cristina Carriego,34319335
Dr Thomas Woodcock,4854525
傅华,14828129
Romain Pouzou,46208402
Eli Appleby-Donald,35909709
John D'ANGELO,18553504
Cristian Manuel Bañuelos Hinojosa,692684
Pedro Cifuentes Huertas,37764964
陈鹏飞,12013808
Michael M. Kaiser,22532524
姜至剛 Chih-Kang Chiang,10108738
CJ Taylor,14966426
Eya Smati,94171112
顾红雅,5178430
Dr. Fernando  Sandoval Arzaga,2660182
María del Carmen López Gómez,94391522
Sean Martin,68812407
Justin-Nicholas Toyama ,17594437
